trip_uuid,data,trip_creation_time,route_schedule_uuid,route_type,source_center,source_name,destination_center,destination_name,od_start_time,od_end_time,start_scan_to_end_scan,is_cutoff,cutoff_factor,cutoff_timestamp,actual_distance_to_destination,actual_time,osrm_time,osrm_distance,factor,segment_actual_time,segment_osrm_time,segment_osrm_distance,segment_factor,num_stops,source_hub,destination_hub,intermediate_hub,corridor,shipment_priority,vehicle_type,vehicle_speed_factor,delivery_time_hrs,actual_delivery_time,route_distance,delay_minutes,promised_delivery_time,sla_breach,shipment_datetime,hour_of_day,day_of_week_num,day_of_week,month,is_weekend,is_peak_hour,quarter,time_of_day,weather_condition,weather_risk,priority_rank,hub_load,hub_capacity,traffic_level,congestion_score,route_id,avg_delay_per_route,route_volume,base_speed,est_travel_hrs,delay_ratio,traffic_weather_interaction,distance_congestion,stops_delay_interaction,capacity_utilization,sla_margin_hrs,shipment_id,source_hub_enc,destination_hub_enc,weather_condition_enc,route_type_enc,shipment_priority_enc,route_id_enc,vehicle_type_enc,corridor_enc,time_of_day_enc,day_of_week_enc,route_distance_norm,traffic_level_norm,hub_load_norm,num_stops_norm,congestion_score_norm,avg_delay_per_route_norm,est_travel_hrs_norm,weather_risk_norm,priority_rank_norm
trip-153745640780615938,training,2018-09-20 15:13:27.806579,thanos::sroute:c84eeace-a124-4130-bb41-516f55e8a5b5,Carting,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND400072AAA,Mumbai_Tejpal_M (Maharashtra),2018-09-20 15:13:27.806579,2018-09-20 17:27:11.896663,133.0,False,21,2018-09-20 16:05:54,21.4598935226808,50.0,22.0,27.1291,2.272727272727273,6.0,2.0,1.2814,3.0,3,Mumbai,Mumbai,,General Network,Express,Express Van,1.15,0.833,0.833,21.5,28.0,48,0,2018-09-20 15:13:27.806579,15,3,Thursday,9,0,0,3,Afternoon,Storm,5,3,0.947,5000,0.452,0.65,Mumbai_Mumbai,85.41,1888,45,0.478,0.943,2.26,13.98,84.0,4735.0,47.167,trip-153745640780615938,13,13,4,0,1,189,0,1,0,4,0.006515846538782319,0.39111111111111113,0.9337499999999999,0.019999999999999997,0.5901639344262295,0.04877784123358081,0.009439087328534565,1.0,0.6666666666666667
trip-153745641287165492,training,2018-09-20 15:13:32.871907,thanos::sroute:2dc78979-5f25-4c25-ab2f-362a04ff3e99,Carting,IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),2018-09-20 15:13:32.871907,2018-09-20 18:47:08.417007,213.0,False,40,2018-09-20 16:35:20,40.97389395150765,105.0,61.0,56.247,1.721311475409836,20.0,14.0,10.2552,1.4285714285714286,5,Bangalore,Bangalore,,General Network,Same-Day,Express Van,1.15,1.75,1.75,41.0,44.0,24,0,2018-09-20 15:13:32.871907,15,3,Thursday,9,0,0,3,Afternoon,Rain,3,4,0.908,4200,0.308,0.548,Bangalore_Bangalore,51.87,2031,45,0.911,0.791,0.924,22.47,220.0,3814.0,22.25,trip-153745641287165492,1,1,3,0,2,14,0,1,0,4,0.016680567139282735,0.2311111111111111,0.885,0.04,0.47072599531615933,0.029623072529982867,0.02414097514600027,0.5,1.0
trip-153745653283132086,training,2018-09-20 15:15:32.831537,thanos::sroute:3a78a6e9-ef19-43ae-832e-e4a3868eb32d,Carting,IND500010AAB,Hyderabad_Alwal_L (Telangana),IND501359AAE,Hyderabad_Shamshbd_H (Telangana),2018-09-20 15:15:32.831537,2018-09-20 20:15:24.938363,299.0,False,35,2018-09-20 16:27:18,35.021893160748625,220.0,36.0,44.9602,6.111111111111111,112.0,9.0,11.3533,12.444444444444445,4,Hyderabad,Hyderabad,,General Network,Express,Express Van,1.15,3.667,3.667,35.0,184.0,48,0,2018-09-20 15:15:32.831537,15,3,Thursday,9,0,0,3,Afternoon,Rain,3,3,0.355,3800,1.0,0.742,Hyderabad_Hyderabad,78.38,313,45,0.778,3.859,3.0,25.97,736.0,1349.0,44.333,trip-153745653283132086,7,7,3,0,1,99,0,1,0,4,0.013552960800667223,1.0,0.19374999999999998,0.03,0.6978922716627635,0.04476299257567104,0.01962515279098194,0.5,0.6666666666666667
trip-153745656715942165,training,2018-09-20 15:16:07.159817,thanos::sroute:cd9bc2f4-921f-406a-bd46-4d5f0f74900c,Carting,IND600008AAA,Chennai_Egmore_C (Tamil Nadu),IND600044AAC,Chennai_Chrompet_PC (Tamil Nadu),2018-09-20 15:16:07.159817,2018-09-20 17:19:19.147766,123.0,False,37,2018-09-20 15:33:21,37.62954248546836,99.0,38.0,44.8762,2.6052631578947367,0.0,0.0,0.0,-1.0,5,Chennai,Chennai,,General Network,Same-Day,Express Van,1.15,1.65,1.65,37.6,61.0,24,0,2018-09-20 15:16:07.159817,15,3,Thursday,9,0,0,3,Afternoon,Rain,3,4,0.516,3500,0.562,0.544,Chennai_Chennai,44.7,863,45,0.836,1.192,1.686,20.45,305.0,1806.0,22.35,trip-153745656715942165,4,4,3,0,2,56,0,1,0,4,0.014908256880733946,0.5133333333333334,0.395,0.04,0.4660421545667448,0.025528269560251286,0.021594458780388424,0.5,1.0
trip-153745660963331140,training,2018-09-20 15:16:49.633630,thanos::sroute:f3c53b68-ff5c-4e24-a2fb-3e98c4ad23c8,Carting,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND560043AAC,HBR Layout PC (Karnataka),2018-09-20 15:16:49.633630,2018-09-20 17:07:52.532839,111.0,False,24,2018-09-20 16:01:22,24.4489516494411,61.0,34.0,28.8103,1.7941176470588236,17.0,11.0,7.6736,1.5454545454545454,3,Bangalore,Bangalore,,General Network,Express,Express Van,1.15,1.017,1.017,24.4,27.0,48,0,2018-09-20 15:16:49.633630,15,3,Thursday,9,0,0,3,Afternoon,Storm,5,3,0.908,4200,0.323,0.557,Bangalore_Bangalore,51.87,2031,45,0.542,0.805,1.615,13.59,81.0,3814.0,46.983,trip-153745660963331140,1,1,4,0,1,14,0,1,0,4,0.008027522935779817,0.24777777777777782,0.885,0.019999999999999997,0.481264637002342,0.029623072529982867,0.011612114627190006,1.0,0.6666666666666667
trip-153745667350251464,training,2018-09-20 15:17:53.502736,thanos::sroute:769481fd-9b8c-4f74-89e2-e6bdce38405f,Carting,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND560002AAA,Bengaluru_KHRoad_I (Karnataka),2018-09-20 15:17:53.502736,2018-09-20 17:17:17.180671,119.0,False,21,2018-09-20 15:57:21,21.53973286581736,65.0,27.0,24.9525,2.4074074074074074,18.0,5.0,3.3174,3.6,3,Bangalore,Bangalore,,General Network,Express,Express Van,1.15,1.083,1.083,21.5,38.0,48,0,2018-09-20 15:17:53.502736,15,3,Thursday,9,0,0,3,Afternoon,Heavy Rain,4,3,0.908,4200,0.496,0.661,Bangalore_Bangalore,51.87,2031,45,0.478,1.28,1.984,14.21,114.0,3814.0,46.917,trip-153745667350251464,1,1,2,0,1,14,0,1,0,4,0.006515846538782319,0.44,0.885,0.019999999999999997,0.6030444964871194,0.029623072529982867,0.009439087328534565,0.75,0.6666666666666667
trip-153745670513616904,training,2018-09-20 15:18:25.136415,thanos::sroute:cb99eafd-7f09-408b-89f2-0cd3e265193f,FTL,IND303002AAA,Achrol_BgwriDPP_D (Rajasthan),IND302014AAA,Jaipur_Hub (Rajasthan),2018-09-21 04:03:41.287387,2018-09-21 05:26:50.891814,83.0,False,39,2018-09-21 04:25:21,39.55063201899468,60.0,35.0,48.2061,1.7142857142857142,20.0,13.0,18.8948,1.5384615384615383,11,Jaipur,Jaipur,,General Network,Standard,FTL Truck,1.0,1.0,1.0,39.6,25.0,72,0,2018-09-20 15:18:25.136415,15,3,Thursday,9,0,0,3,Afternoon,Storm,5,2,0.388,2200,0.3,0.335,Jaipur_Jaipur,105.5,426,65,0.609,0.666,1.5,13.27,275.0,854.0,71.0,trip-153745670513616904,9,9,4,1,3,132,1,1,0,4,0.015950792326939116,0.2222222222222222,0.235,0.1,0.22131147540983606,0.06025128498001142,0.013887002580469916,1.0,0.3333333333333333
trip-153745694804626435,training,2018-09-20 15:22:28.046537,thanos::sroute:7af51efd-ae4d-49bc-9b68-345abe68ace5,FTL,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),2018-09-20 15:22:28.046537,2018-09-22 16:32:30.960949,2950.0,False,1690,2018-09-20 18:23:19,1690.352054796306,2766.0,1526.0,2071.7777,1.8125819134993448,38.0,23.0,20.2734,1.6521739130434785,78,Bangalore,Delhi,,General Network,Economy,FTL Truck,1.0,46.1,46.1,1690.4,1240.0,120,0,2018-09-20 15:22:28.046537,15,3,Thursday,9,0,0,3,Afternoon,Heavy Rain,4,1,0.908,4200,0.343,0.569,Bangalore_Delhi,1234.17,29,65,26.006,0.794,1.372,961.84,96720.0,3814.0,73.9,trip-153745694804626435,1,6,2,1,0,18,1,1,0,4,0.8764595496246873,0.2700000000000001,0.885,0.77,0.4953161592505855,0.70483723586522,0.876205351079723,0.75,0.0
trip-153745726932386884,training,2018-09-20 15:27:49.324138,thanos::sroute:ece220f3-1ab9-4999-bec3-38ef119bec82,Carting,IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),IND560058AAB,Bengaluru_Peenya_IP (Karnataka),2018-09-20 15:27:49.324138,2018-09-20 18:27:28.027398,179.0,False,28,2018-09-20 17:07:21,28.27722822571289,78.0,33.0,31.1898,2.363636363636364,0.0,0.0,0.0,-1.0,4,Bangalore,Bangalore,,General Network,Express,Express Van,1.15,1.3,1.3,28.3,45.0,48,0,2018-09-20 15:27:49.324138,15,3,Thursday,9,0,0,3,Afternoon,Storm,5,3,0.908,4200,0.488,0.656,Bangalore_Bangalore,51.87,2031,45,0.629,1.162,2.44,18.56,180.0,3814.0,46.7,trip-153745726932386884,1,1,4,0,1,14,0,1,0,4,0.010060467055879901,0.43111111111111117,0.885,0.03,0.5971896955503513,0.029623072529982867,0.01456607361129974,1.0,0.6666666666666667
trip-153745731620630121,training,2018-09-20 15:28:36.206561,thanos::sroute:ddd61422-5b66-47fb-8d60-28eda4278d22,Carting,IND000000ACK,Hyderabad_Chikdply_C (Telangana),IND501359AAF,Hyderabad_Shamshbd_P (Telangana),2018-09-20 15:28:36.206561,2018-09-20 17:23:39.081187,115.0,False,21,2018-09-20 15:59:19,21.88182499582558,68.0,22.0,26.7961,3.090909090909091,24.0,5.0,4.6659,4.8,3,Hyderabad,Hyderabad,,General Network,Express,Express Van,1.15,1.133,1.133,21.9,46.0,48,0,2018-09-20 15:28:36.206561,15,3,Thursday,9,0,0,3,Afternoon,Storm,5,3,0.355,3800,0.687,0.554,Hyderabad_Hyderabad,78.38,313,45,0.487,1.522,3.435,12.13,138.0,1349.0,46.867,trip-153745731620630121,7,7,4,0,1,99,0,1,0,4,0.006724353628023352,0.6522222222222223,0.19374999999999998,0.019999999999999997,0.4777517564402811,0.04476299257567104,0.009744669292407986,1.0,0.6666666666666667
trip-153745738766940480,training,2018-09-20 15:29:47.669822,thanos::sroute:fae9a6da-94a5-410a-89f8-07dcac46dfd5,Carting,IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),IND560048AAB,Bengaluru_Hoodi_IP (Karnataka),2018-09-20 15:29:47.669822,2018-09-20 18:23:37.550368,173.0,False,19,2018-09-20 17:05:17,19.12253313614433,54.0,30.0,30.0753,1.8,2.0,0.0,0.0201,-1.0,3,Bangalore,Bangalore,,General Network,Express,Express Van,1.15,0.9,0.9,19.1,24.0,48,0,2018-09-20 15:29:47.669822,15,3,Thursday,9,0,0,3,Afternoon,Rain,3,3,0.908,4200,0.323,0.557,Bangalore_Bangalore,51.87,2031,45,0.424,0.908,0.969,10.64,72.0,3814.0,47.1,trip-153745738766940480,1,1,3,0,1,14,0,1,0,4,0.005264804003336115,0.24777777777777782,0.885,0.019999999999999997,0.481264637002342,0.029623072529982867,0.007605595545294037,0.5,0.6666666666666667
trip-153745750546231162,training,2018-09-20 15:31:45.462567,thanos::sroute:fb4c42ab-bec0-4ea6-963e-a594f56617c0,Carting,IND600032AAB,Chennai_Hub (Tamil Nadu),IND600056AAB,MAA_Poonamallee_HB (Tamil Nadu),2018-09-20 15:31:45.462567,2018-09-20 17:30:59.596863,119.0,False,31,2018-09-20 16:16:08,31.80685958948916,63.0,33.0,36.9132,1.9090909090909087,63.0,33.0,36.9132,1.9090909090909087,1,Chennai,Chennai,,General Network,Express,Express Van,1.15,1.05,1.05,31.8,30.0,48,0,2018-09-20 15:31:45.462567,15,3,Thursday,9,0,0,3,Afternoon,Rain,3,3,0.516,3500,0.356,0.42,Chennai_Chennai,44.7,863,45,0.707,0.691,1.068,13.36,30.0,1806.0,46.95,trip-153745750546231162,4,4,3,0,1,56,0,1,0,4,0.011884904086738948,0.28444444444444444,0.395,0.0,0.32084309133489464,0.025528269560251286,0.01721445063153606,0.5,0.6666666666666667
trip-153745784935153780,training,2018-09-20 15:37:29.351787,thanos::sroute:f736bbd2-bccd-4649-a101-94b6a89ad5dc,FTL,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND501359AAE,Hyderabad_Shamshbd_H (Telangana),2018-09-20 15:37:29.351787,2018-09-21 11:51:10.352921,1213.0,False,608,2018-09-20 18:03:18,608.7342056634888,1066.0,559.0,778.639,1.9069767441860463,84.0,23.0,29.8573,3.652173913043478,28,Mumbai,Hyderabad,,General Network,Standard,FTL Truck,1.0,17.767,17.767,608.7,507.0,72,0,2018-09-20 15:37:29.351787,15,3,Thursday,9,0,0,3,Afternoon,Storm,5,2,0.947,5000,0.371,0.601,Mumbai_Hyderabad,315.09,57,65,9.365,0.901,1.855,365.83,14196.0,4735.0,54.233,trip-153745784935153780,13,7,4,1,3,185,1,1,0,4,0.3126042535446205,0.3011111111111111,0.9337499999999999,0.27,0.5327868852459017,0.1799486007995431,0.3111842998777672,1.0,0.3333333333333333
trip-153745800933080423,training,2018-09-20 15:40:09.331202,thanos::sroute:6dcf4e70-1681-43a5-8c43-f4075039ac35,FTL,IND396191AAB,Vapi_IndEstat_L (Gujarat),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),2018-09-21 11:50:44.900012,2018-09-21 17:56:58.589095,366.0,False,125,2018-09-21 13:15:20,125.2810264272032,240.0,126.0,163.7404,1.9047619047619049,24.0,23.0,20.8954,1.0434782608695652,20,Ahmedabad,Mumbai,,Gujarat-Maharashtra Corridor,Standard,FTL Truck,1.0,4.0,4.0,125.3,114.0,72,0,2018-09-20 15:40:09.331202,15,3,Thursday,9,0,0,3,Afternoon,Rain,3,2,0.381,2600,0.367,0.373,Ahmedabad_Mumbai,191.2,10,65,1.928,0.977,1.101,46.74,2280.0,991.0,68.0,trip-153745800933080423,0,13,3,1,3,8,1,2,0,4,0.06062343619683069,0.2966666666666667,0.22625,0.19,0.26580796252927397,0.10919474585950885,0.05867173706369686,0.5,0.3333333333333333
trip-153745813764957386,training,2018-09-20 15:42:17.649940,thanos::sroute:95c25f44-5786-49b2-a333-1f59ab5d85d5,Carting,IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),2018-09-20 15:42:17.649940,2018-09-20 18:51:51.422685,189.0,False,28,2018-09-20 16:39:20,28.079290382514014,91.0,50.0,40.1542,1.82,2.0,13.0,10.2775,0.1538461538461538,4,Bangalore,Bangalore,,General Network,Express,Express Van,1.15,1.517,1.517,28.1,41.0,48,0,2018-09-20 15:42:17.649940,15,3,Thursday,9,0,0,3,Afternoon,Heavy Rain,4,3,0.908,4200,0.335,0.564,Bangalore_Bangalore,51.87,2031,45,0.624,1.067,1.34,15.85,164.0,3814.0,46.483,trip-153745813764957386,1,1,2,0,1,14,0,1,0,4,0.009956213511259384,0.2611111111111112,0.885,0.03,0.4894613583138173,0.029623072529982867,0.014396305853592284,0.75,0.6666666666666667
trip-153745841497147546,training,2018-09-20 15:46:54.971696,thanos::sroute:d8bd7eaa-0c2f-4cb4-8690-714fcbc54586,FTL,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND395023AAA,Surat_HUB (Gujarat),2018-09-20 15:46:54.971696,2018-09-21 04:36:23.804737,769.0,False,207,2018-09-20 17:37:21,207.3185216717588,659.0,189.0,253.549,3.486772486772487,42.0,18.0,17.6791,2.333333333333333,10,Mumbai,Surat,,General Network,Standard,FTL Truck,1.0,10.983,10.983,207.3,470.0,72,0,2018-09-20 15:46:54.971696,15,3,Thursday,9,0,0,3,Afternoon,Rain,3,2,0.947,5000,0.841,0.883,Mumbai_Surat,109.83,41,65,3.189,2.444,2.523,183.05,4700.0,4735.0,61.017,trip-153745841497147546,13,17,3,1,3,193,1,1,0,4,0.1033673894912427,0.8233333333333333,0.9337499999999999,0.09000000000000001,0.8629976580796253,0.06272415762421474,0.10148716555751731,0.5,0.3333333333333333
trip-153745845868671459,training,2018-09-20 15:47:38.687084,thanos::sroute:48ca9e8a-d053-4d40-9a41-da9b774e77fd,FTL,IND248001AAA,Dehradun (Uttarakhand),IND131028AAB,Sonipat_Kundli_H (Haryana),2018-09-21 14:24:46.989168,2018-09-22 00:04:21.905923,579.0,False,177,2018-09-21 16:27:20,177.1072566347006,396.0,216.0,247.4036,1.8333333333333333,0.0,0.0,0.0,-1.0,15,Lucknow,Delhi,,UP Corridor,Economy,FTL Truck,1.0,6.6,6.6,177.1,180.0,120,0,2018-09-20 15:47:38.687084,15,3,Thursday,9,0,0,3,Afternoon,Storm,5,1,0.564,2000,0.347,0.434,Lucknow_Delhi,361.17,294,65,2.725,1.094,1.735,76.86,2700.0,1128.0,113.4,trip-153745845868671459,12,6,4,1,0,166,1,7,0,4,0.08762510425354461,0.27444444444444444,0.45499999999999996,0.13999999999999999,0.3372365339578455,0.2062649914334666,0.08573271764226538,1.0,0.0
trip-153745856754575345,training,2018-09-20 15:49:27.546007,thanos::sroute:bfe1fe04-54cb-441f-8776-eeceedc3cbfc,Carting,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND560058AAB,Bengaluru_Peenya_IP (Karnataka),2018-09-20 15:49:27.546007,2018-09-20 16:44:22.735252,54.0,False,10,2018-09-20 16:13:21,10.83870746676264,23.0,14.0,12.0158,1.6428571428571428,8.0,2.0,1.8981,4.0,2,Bangalore,Bangalore,,General Network,Express,Express Van,1.15,0.383,0.383,10.8,9.0,48,0,2018-09-20 15:49:27.546007,15,3,Thursday,9,0,0,3,Afternoon,Heavy Rain,4,3,0.908,4200,0.26,0.519,Bangalore_Bangalore,51.87,2031,45,0.24,0.584,1.04,5.61,18.0,3814.0,47.617,trip-153745856754575345,1,1,2,0,1,14,0,1,0,4,0.0009382819015846542,0.1777777777777778,0.885,0.01,0.436768149882904,0.029623072529982867,0.0013581420616596493,0.75,0.6666666666666667
trip-153745856911783038,training,2018-09-20 15:49:29.118093,thanos::sroute:dcc580f7-5013-4aa9-afbc-4e84bcb4fb20,Carting,IND131028AAB,Sonipat_Kundli_H (Haryana),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),2018-09-20 15:49:29.118093,2018-09-20 20:36:36.933312,287.0,False,70,2018-09-20 17:53:19,70.78545323526812,153.0,97.0,92.2434,1.577319587628866,14.0,9.0,9.4563,1.5555555555555556,9,Delhi,Delhi,,General Network,Express,Express Van,1.15,2.55,2.55,70.8,56.0,48,0,2018-09-20 15:49:29.118093,15,3,Thursday,9,0,0,3,Afternoon,Storm,5,3,1.0,4800,0.268,0.561,Delhi_Delhi,69.92,1843,45,1.573,0.587,1.34,39.72,504.0,4800.0,45.45,trip-153745856911783038,6,6,4,0,1,82,0,1,0,4,0.03221434528773978,0.1866666666666667,1.0,0.08,0.48594847775175654,0.03993146773272416,0.04661822626646747,1.0,0.6666666666666667
trip-153745859993213862,training,2018-09-20 15:49:59.932548,thanos::sroute:9cc2e84c-d236-4f28-9b13-3f52977a468c,FTL,IND249407AAA,Haridwar (Uttarakhand),IND131028AAB,Sonipat_Kundli_H (Haryana),2018-09-21 16:18:33.514755,2018-09-22 00:52:10.295969,513.0,False,153,2018-09-21 16:18:33.514755,153.68526327033595,502.0,181.0,196.07,2.773480662983425,82.0,32.0,26.6321,2.5625,16,Lucknow,Delhi,,UP Corridor,Standard,FTL Truck,1.0,8.367,8.367,153.7,321.0,72,0,2018-09-20 15:49:59.932548,15,3,Thursday,9,0,0,3,Afternoon,Rain,3,2,0.564,2000,0.627,0.602,Lucknow_Delhi,361.17,294,65,2.365,2.246,1.881,92.53,5136.0,1128.0,63.633,trip-153745859993213862,12,6,3,1,3,166,1,7,0,4,0.07542743953294412,0.5855555555555555,0.45499999999999996,0.15,0.5339578454332553,0.2062649914334666,0.07350943908732853,0.5,0.3333333333333333
trip-153745863910971141,training,2018-09-20 15:50:39.110157,thanos::sroute:87643cee-18e1-48a0-bb6b-95e206f01c98,Carting,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND110064AAA,Delhi_Mayapuri_PC (Delhi),2018-09-20 15:50:39.110157,2018-09-20 18:56:32.075644,185.0,False,45,2018-09-20 16:07:19,45.313842691937154,151.0,59.0,57.0241,2.559322033898305,64.0,3.0,2.6789,21.33333333333333,6,Delhi,Delhi,,General Network,Express,Express Van,1.15,2.517,2.517,45.3,92.0,48,0,2018-09-20 15:50:39.110157,15,3,Thursday,9,0,0,3,Afternoon,Rain,3,3,1.0,4800,0.555,0.733,Delhi_Delhi,69.92,1843,45,1.007,1.498,1.665,33.2,552.0,4800.0,45.483,trip-153745863910971141,6,6,3,0,1,82,0,1,0,4,0.01892201834862385,0.5055555555555555,1.0,0.049999999999999996,0.6873536299765808,0.03993146773272416,0.027400516093983425,0.5,0.6666666666666667
trip-153745881237979164,training,2018-09-20 15:53:32.380161,thanos::sroute:f3f2e3f3-3aec-484c-970c-4438527c3175,Carting,IND110044AAB,Del_Okhla_PC (Delhi),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),2018-09-20 15:53:32.380161,2018-09-20 19:53:46.289179,240.0,False,48,2018-09-20 17:27:19,48.14391513552,116.0,64.0,65.95389999999999,1.8125,32.0,8.0,6.3889,4.0,6,Delhi,Delhi,,General Network,Express,Express Van,1.15,1.933,1.933,48.1,52.0,48,0,2018-09-20 15:53:32.380161,15,3,Thursday,9,0,0,3,Afternoon,Heavy Rain,4,3,1.0,4800,0.335,0.601,Delhi_Delhi,69.92,1843,45,1.069,0.798,1.34,28.91,312.0,4800.0,46.067,trip-153745881237979164,6,6,2,0,1,82,0,1,0,4,0.02038156797331109,0.2611111111111112,1.0,0.049999999999999996,0.5327868852459017,0.03993146773272416,0.029505636289555888,0.75,0.6666666666666667
trip-153745891760032948,training,2018-09-20 15:55:17.600569,thanos::sroute:7372a73e-0981-4664-b638-cfed3a537303,Carting,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),2018-09-20 15:55:17.600569,2018-09-20 18:29:09.134952,153.0,False,27,2018-09-20 17:03:18,27.825143397015623,76.0,48.0,37.8541,1.5833333333333333,6.0,6.0,4.0205,1.0,4,Bangalore,Bangalore,,General Network,Same-Day,Express Van,1.15,1.267,1.267,27.8,28.0,24,0,2018-09-20 15:55:17.600569,15,3,Thursday,9,0,0,3,Afternoon,Heavy Rain,4,4,0.908,4200,0.265,0.522,Bangalore_Bangalore,51.87,2031,45,0.618,0.735,1.06,14.51,112.0,3814.0,22.733,trip-153745891760032948,1,1,2,0,2,14,0,1,0,4,0.009799833194328606,0.18333333333333335,0.885,0.03,0.4402810304449649,0.029623072529982867,0.014192584544343337,0.75,1.0
trip-153745900546920413,training,2018-09-20 15:56:45.469565,thanos::sroute:efc2de03-b17a-427b-8884-7930254af81f,Carting,IND500008AAD,Hyderabad_Tolichwk_L (Telangana),IND501359AAE,Hyderabad_Shamshbd_H (Telangana),2018-09-20 15:56:45.469565,2018-09-20 21:16:16.426799,319.0,False,16,2018-09-20 19:49:20,16.89690858907622,64.0,22.0,26.0785,2.909090909090909,47.0,13.0,11.8899,3.615384615384616,2,Hyderabad,Hyderabad,,General Network,Express,Express Van,1.15,1.067,1.067,16.9,42.0,48,0,2018-09-20 15:56:45.469565,15,3,Thursday,9,0,0,3,Afternoon,Rain,3,3,0.355,3800,0.635,0.523,Hyderabad_Hyderabad,78.38,313,45,0.376,1.783,1.905,8.84,84.0,1349.0,46.933,trip-153745900546920413,7,7,3,0,1,99,0,1,0,4,0.004118015012510425,0.5944444444444444,0.19374999999999998,0.01,0.44145199063231855,0.04476299257567104,0.005975825071302458,0.5,0.6666666666666667
trip-153745977577682068,training,2018-09-20 16:09:35.777067,thanos::sroute:abd1259c-021b-45f0-9c57-f28f1186a29b,Carting,IND560058AAD,Bengaluru_Peenya_L (Karnataka),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),2018-09-20 16:09:35.777067,2018-09-20 21:31:53.055785,322.0,False,10,2018-09-20 18:01:23,10.611019434256743,37.0,23.0,15.085,1.608695652173913,4.0,2.0,1.8832,2.0,2,Bangalore,Bangalore,,General Network,Same-Day,Express Van,1.15,0.617,0.617,10.6,14.0,24,0,2018-09-20 16:09:35.777067,16,3,Thursday,9,0,0,3,Afternoon,Storm,5,4,0.908,4200,0.263,0.521,Bangalore_Bangalore,51.87,2031,45,0.236,0.923,1.315,5.52,28.0,3814.0,23.383,trip-153745977577682068,1,1,4,0,2,14,0,1,0,4,0.0008340283569641367,0.18111111111111117,0.885,0.01,0.4391100702576113,0.029623072529982867,0.0012223278554936833,1.0,1.0
trip-153746001318563562,training,2018-09-20 16:13:33.185853,thanos::sroute:10450e8c-3ee9-4818-9517-491197abe5c8,FTL,IND841226AAB,Siwan_HnmntNgr_D (Bihar),IND841428AAA,Gopalganj_GopalDPP_D (Bihar),2018-09-21 01:03:12.136711,2018-09-21 02:08:26.316234,65.0,False,26,2018-09-21 01:03:48.341166,26.97554537629352,61.0,22.0,31.2457,2.772727272727273,15.0,4.0,6.1987,3.75,5,Patna,Patna,,General Network,Standard,FTL Truck,1.0,1.017,1.017,27.0,39.0,72,0,2018-09-20 16:13:33.185853,16,3,Thursday,9,0,0,3,Afternoon,Rain,3,2,0.333,1100,0.596,0.491,Patna_Patna,241.13,346,65,0.415,1.506,1.788,13.26,195.0,366.0,70.983,trip-153746001318563562,15,15,3,1,3,219,1,1,0,4,0.00938281901584654,0.5511111111111111,0.16625,0.04,0.40398126463700235,0.13770988006853227,0.007300013581420616,0.5,0.3333333333333333
trip-153746010582177860,training,2018-09-20 16:15:05.822169,thanos::sroute:54fa29f1-d450-412c-b448-f20405acafdd,FTL,IND390022AAA,Vadodara_Karelibaug_DPC (Gujarat),IND382430AAB,Ahmedabad_East_H_1 (Gujarat),2018-09-20 22:32:40.007337,2018-09-21 02:22:41.288845,230.0,False,89,2018-09-21 00:15:19,89.07677755649856,126.0,70.0,99.4953,1.8,0.0,0.0,0.0,-1.0,12,Vadodara,Ahmedabad,,General Network,Standard,FTL Truck,1.0,2.1,2.1,89.1,56.0,72,0,2018-09-20 16:15:05.822169,16,3,Thursday,9,0,0,3,Afternoon,Heavy Rain,4,2,0.223,750,0.332,0.288,Vadodara_Ahmedabad,36.0,29,65,1.371,0.673,1.328,25.66,672.0,167.0,69.9,trip-153746010582177860,18,0,2,1,3,254,1,1,0,4,0.04175354462051709,0.25777777777777783,0.028749999999999998,0.11,0.16627634660421545,0.020559680182752713,0.03975960885508624,0.75,0.3333333333333333
