trip_uuid,data,trip_creation_time,route_schedule_uuid,route_type,source_center,source_name,destination_center,destination_name,od_start_time,od_end_time,start_scan_to_end_scan,is_cutoff,cutoff_factor,cutoff_timestamp,actual_distance_to_destination,actual_time,osrm_time,osrm_distance,factor,segment_actual_time,segment_osrm_time,segment_osrm_distance,segment_factor,num_stops,source_hub,destination_hub,intermediate_hub,corridor,shipment_priority,vehicle_type,vehicle_speed_factor,delivery_time_hrs,actual_delivery_time,route_distance,delay_minutes,promised_delivery_time,sla_breach,shipment_datetime,hour_of_day,day_of_week_num,day_of_week,month,is_weekend,is_peak_hour,quarter,time_of_day,weather_condition,weather_risk,priority_rank,hub_load,hub_capacity,traffic_level,congestion_score,route_id,avg_delay_per_route,route_volume,base_speed,est_travel_hrs,delay_ratio,traffic_weather_interaction,distance_congestion,stops_delay_interaction,capacity_utilization,sla_margin_hrs,shipment_id,source_hub_enc,destination_hub_enc,weather_condition_enc,route_type_enc,shipment_priority_enc,route_id_enc,vehicle_type_enc,corridor_enc,time_of_day_enc,day_of_week_enc,route_distance_norm,traffic_level_norm,hub_load_norm,num_stops_norm,congestion_score_norm,avg_delay_per_route_norm,est_travel_hrs_norm,weather_risk_norm,priority_rank_norm
trip-153714048441291263,training,2018-09-16 23:28:04.413339,thanos::sroute:83fddedb-a368-4f80-9f3f-8742a8c096ac,FTL,IND504215AAA,Luxettipet_ShivaDPP_D (Telangana),IND505001AAB,Karimnagar_KamnHbRD_I (Telangana),2018-09-17 06:11:21.311429,2018-09-17 09:13:08.289807,181.0,False,52,2018-09-17 06:41:21,52.07799447236345,126.0,59.0,66.01660000000001,2.135593220338983,15.0,12.0,15.3908,1.25,8,Delhi,Bangalore,,General Network,Standard,FTL Truck,1.0,2.1,2.1,52.1,67.0,72,0,2018-09-16 23:28:04.413339,23,6,Sunday,9,1,0,3,Night,Rain,3,2,1.0,4800,0.43,0.658,Delhi_Bangalore,1130.02,82,65,0.802,1.364,1.29,34.28,536.0,4800.0,69.9,trip-153714048441291263,6,1,3,1,3,77,1,1,4,3,0.022466638865721433,0.3666666666666667,1.0,0.07,0.5995316159250585,0.6453569388920617,0.020440038027977725,0.5,0.3333333333333333
trip-153714052130603184,training,2018-09-16 23:28:41.306284,thanos::sroute:97311d9b-d71a-47dc-8e23-e31619868b43,FTL,IND505184AAC,Manthani_Chaitnya_D (Telangana),IND505001AAB,Karimnagar_KamnHbRD_I (Telangana),2018-09-17 06:09:50.662369,2018-09-17 08:51:41.933103,161.0,False,60,2018-09-17 06:49:23,60.74981114998101,106.0,62.0,69.0187,1.7096774193548387,36.0,21.0,19.1733,1.7142857142857142,8,Patna,Bangalore,,General Network,Standard,FTL Truck,1.0,1.767,1.767,60.7,44.0,72,0,2018-09-16 23:28:41.306284,23,6,Sunday,9,1,0,3,Night,Rain,3,2,0.333,1100,0.305,0.316,Patna_Bangalore,85.18,11,65,0.934,0.771,0.915,19.18,352.0,366.0,70.233,trip-153714052130603184,15,1,3,1,3,209,1,1,4,3,0.02694954128440367,0.2277777777777778,0.16625,0.07,0.19906323185011707,0.04864648772130212,0.024921906831454572,0.5,0.3333333333333333
trip-153714068521769150,training,2018-09-16 23:31:25.218030,thanos::sroute:13a5c5c6-8dbf-4a91-b8fe-3c72c91fb051,FTL,IND263401AAA,Kashipur_BajprDPP_D (Uttarakhand),IND263153AAB,Rudrapur_UdhamNgr_H (Uttarakhand),2018-09-17 05:21:24.319169,2018-09-17 15:35:09.328268,613.0,False,33,2018-09-17 05:49:20,33.00455738362987,60.0,39.0,40.2026,1.5384615384615383,20.0,15.0,16.0868,1.3333333333333333,8,Lucknow,Lucknow,,General Network,Standard,FTL Truck,1.0,1.0,1.0,33.0,21.0,72,0,2018-09-16 23:31:25.218030,23,6,Sunday,9,1,0,3,Night,Heavy Rain,4,2,0.564,2000,0.25,0.376,Lucknow_Lucknow,145.38,607,65,0.508,0.667,1.0,12.41,168.0,1128.0,71.0,trip-153714068521769150,12,12,2,1,3,172,1,1,4,3,0.012510425354462052,0.16666666666666669,0.45499999999999996,0.07,0.26932084309133486,0.08302684180468303,0.0104576938747793,0.75,0.3333333333333333
trip-153714070057289517,training,2018-09-16 23:31:40.573151,thanos::sroute:011f94ad-57cf-4005-9734-f5b8a4d9cb59,FTL,IND506314AAA,Rayaparthi_Perkadrd_D (Telangana),IND506002AAA,Warangal_HunterRd_I (Telangana),2018-09-17 05:21:12.100155,2018-09-17 09:12:14.284031,231.0,False,30,2018-09-17 05:55:17,30.29706141072681,74.0,23.0,33.4066,3.217391304347826,20.0,5.0,8.2827,4.0,12,Delhi,Mumbai,,Western Corridor,Standard,FTL Truck,1.0,1.233,1.233,30.3,51.0,72,0,2018-09-16 23:31:40.573151,23,6,Sunday,9,1,0,3,Night,Heavy Rain,4,2,1.0,4800,0.725,0.835,Delhi_Mumbai,756.99,68,65,0.466,1.761,2.9,25.3,612.0,4800.0,70.767,trip-153714070057289517,6,13,2,1,3,88,1,8,4,3,0.011103002502085069,0.6944444444444444,1.0,0.11,0.8067915690866511,0.43231867504283267,0.009031644710036668,0.75,0.3333333333333333
trip-153714071381593958,training,2018-09-16 23:31:53.816231,thanos::sroute:a0f0a15f-cfc1-4dd5-8f04-eff10e4bb74e,FTL,IND203390AAA,Anupshahar_DcntCLY_D (Uttar Pradesh),IND201301AAF,Noida_Sec 02_DPC (Uttar Pradesh),2018-09-17 08:42:46.685005,2018-09-17 16:08:15.072301,445.0,False,91,2018-09-17 11:15:21,91.21296469846546,211.0,96.0,102.7968,2.1979166666666665,8.0,3.0,3.0447,2.6666666666666665,12,Lucknow,Delhi,,UP Corridor,Economy,FTL Truck,1.0,3.517,3.517,91.2,115.0,120,0,2018-09-16 23:31:53.816231,23,6,Sunday,9,1,0,3,Night,Storm,5,1,0.564,2000,0.453,0.497,Lucknow_Delhi,361.17,294,65,1.403,1.35,2.265,45.33,1380.0,1128.0,116.483,trip-153714071381593958,12,6,4,1,0,166,1,7,4,3,0.04284820683903253,0.3922222222222223,0.45499999999999996,0.11,0.41100702576112413,0.2062649914334666,0.04084612250441396,1.0,0.0
trip-153714072993346970,training,2018-09-16 23:32:09.933731,thanos::sroute:fb308c0f-ea3a-48ef-a6c3-47763412a90f,FTL,IND206001AAA,Etawah_MhraChng_D (Uttar Pradesh),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),2018-09-18 03:39:25.771364,2018-09-18 11:11:47.410567,452.0,False,265,2018-09-18 04:06:32,265.2523057375593,423.0,232.0,308.94,1.8232758620689653,0.0,0.0,0.0,-1.0,34,Lucknow,Delhi,,UP Corridor,Standard,FTL Truck,1.0,7.05,7.05,265.3,191.0,72,0,2018-09-16 23:32:09.933731,23,6,Sunday,9,1,0,3,Night,Heavy Rain,4,2,0.564,2000,0.345,0.433,Lucknow_Delhi,361.17,294,65,4.082,0.777,1.38,114.87,6494.0,1128.0,64.95,trip-153714072993346970,12,6,2,1,3,166,1,7,4,3,0.13360091743119265,0.2722222222222222,0.45499999999999996,0.33,0.33606557377049184,0.2062649914334666,0.13180768708406898,0.75,0.3333333333333333
trip-153714075096860963,training,2018-09-16 23:32:30.968966,thanos::sroute:cbc15c10-01d7-4884-80a1-90cee1fb9dcc,Carting,IND712311AAA,Kolkata_Dankuni_HB (West Bengal),IND700028AAB,CCU_DumDum_DPC (West Bengal),2018-09-16 23:32:30.968966,2018-09-17 01:30:02.499745,117.0,False,15,2018-09-17 00:03:17,15.99979098071596,48.0,20.0,19.6038,2.4,8.0,5.0,5.5287,1.6,2,Kolkata,Kolkata,,General Network,Express,Express Van,1.15,0.8,0.8,16.0,28.0,48,0,2018-09-16 23:32:30.968966,23,6,Sunday,9,1,0,3,Night,Rain,3,3,0.403,3200,0.486,0.453,Kolkata_Kolkata,134.37,584,45,0.356,1.252,1.458,7.25,56.0,1290.0,47.2,trip-153714075096860963,11,11,3,0,1,156,0,1,4,3,0.0036488740617180984,0.42888888888888893,0.25375000000000003,0.01,0.35948477751756447,0.0767390062821245,0.005296754040472633,0.5,0.6666666666666667
trip-153714078417810774,training,2018-09-16 23:33:04.178352,thanos::sroute:29624378-5ad3-47a7-bc0a-eb138c45e9db,FTL,IND523002AAA,Ongole_SubhVRTL_I (Andhra Pradesh),IND600056AAB,MAA_Poonamallee_HB (Tamil Nadu),2018-09-17 10:07:39.051012,2018-09-17 18:42:03.275011,514.0,False,272,2018-09-17 10:39:21,272.43212545290004,459.0,252.0,330.1338,1.8214285714285716,11.0,18.0,19.8345,0.6111111111111112,25,Surat,Chennai,,General Network,Economy,FTL Truck,1.0,7.65,7.65,272.4,207.0,120,0,2018-09-16 23:33:04.178352,23,6,Sunday,9,1,0,3,Night,Heavy Rain,4,1,0.278,1800,0.344,0.318,Surat_Chennai,164.14,14,65,4.191,0.82,1.376,86.62,5175.0,500.0,112.35,trip-153714078417810774,17,4,2,1,0,244,1,1,4,3,0.137301918265221,0.2711111111111111,0.09750000000000003,0.24,0.20140515222482433,0.09374071958880639,0.13550862420209153,0.75,0.0
trip-153714080986628136,training,2018-09-16 23:33:24.756754,thanos::sroute:2db1b5d0-e54d-4f75-8f6a-dedbc9970be1,FTL,IND821109AAA,Mohania_Bhabua_D (Bihar),IND802213AAB,Dinara_Wardno7_D (Bihar),2018-09-17 01:38:30.374454,2018-09-17 04:42:45.039040,184.0,False,43,2018-09-17 01:45:22,43.02190764177,153.0,32.0,45.1368,4.78125,65.0,17.0,23.0767,3.823529411764706,5,Patna,Patna,,General Network,Economy,FTL Truck,1.0,2.55,2.55,43.0,121.0,120,0,2018-09-16 23:33:24.756754,23,6,Sunday,9,1,0,3,Night,Storm,5,1,0.333,1100,1.0,0.733,Patna_Patna,241.13,346,65,0.662,2.972,5.0,31.52,605.0,366.0,117.45,trip-153714080986628136,15,15,4,1,0,219,1,1,4,3,0.017723102585487906,1.0,0.16625,0.04,0.6873536299765808,0.13770988006853227,0.015686540812168956,1.0,0.0
trip-153714086185955607,training,2018-09-16 23:34:17.296827,thanos::sroute:507cc84e-c45b-4abf-846f-e55d4926a64e,Carting,IND201301AAL,Dadri_ICDCant_D (Uttar Pradesh),IND201307AAA,Noida_Chukhndi_D (Uttar Pradesh),2018-09-17 02:03:46.342747,2018-09-17 04:47:32.738893,163.0,False,15,2018-09-17 04:08:22,15.151004713948872,26.0,21.0,19.9259,1.238095238095238,10.0,7.0,7.1188,1.4285714285714286,4,Lucknow,Delhi,,UP Corridor,Same-Day,Express Van,1.15,0.433,0.433,15.2,5.0,24,0,2018-09-16 23:34:17.296827,23,6,Sunday,9,1,0,3,Night,Rain,3,4,0.564,2000,0.155,0.319,Lucknow_Delhi,361.17,294,45,0.338,0.235,0.465,4.85,20.0,1128.0,23.567,trip-153714086185955607,12,6,3,0,2,166,0,7,4,3,0.0032318598832360304,0.0611111111111111,0.45499999999999996,0.03,0.20257611241217796,0.2062649914334666,0.004685590112725792,0.5,1.0
trip-153714099228334440,training,2018-09-16 23:36:32.283569,thanos::sroute:a011209e-87a2-4a58-9f75-14ad5af21c9e,FTL,IND505122AAA,Jammikunta_ConduDPP_D (Telangana),IND506002AAA,Warangal_HunterRd_I (Telangana),2018-09-17 03:35:43.896094,2018-09-17 09:11:55.932133,336.0,False,35,2018-09-17 03:47:20,35.78180694244323,110.0,40.0,48.5856,2.75,68.0,20.0,22.6812,3.4,2,Mumbai,Mumbai,,General Network,Standard,FTL Truck,1.0,1.833,1.833,35.8,70.0,72,0,2018-09-16 23:36:32.283569,23,6,Sunday,9,1,0,3,Night,Rain,3,2,0.947,5000,0.605,0.742,Mumbai_Mumbai,85.41,1888,65,0.551,2.055,1.815,26.56,140.0,4735.0,70.167,trip-153714099228334440,13,13,3,1,3,189,1,1,4,3,0.013969974979149289,0.5611111111111111,0.9337499999999999,0.01,0.6978922716627635,0.04877784123358081,0.011917696591063428,0.5,0.3333333333333333
trip-153714118743006561,training,2018-09-16 23:39:47.430321,thanos::sroute:465332cf-ee26-46f3-8cb2-0dc8e774ef84,FTL,IND000000ACT,Delhi_Gateway_HB (Delhi),IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),2018-09-17 05:32:23.434351,2018-09-17 12:46:39.416972,434.0,False,210,2018-09-17 06:36:13,210.0565947899308,346.0,187.0,226.1561,1.8502673796791445,48.0,20.0,16.503700000000002,2.4,10,Delhi,Chandigarh,,General Network,Economy,FTL Truck,1.0,5.767,5.767,210.1,159.0,120,0,2018-09-16 23:39:47.430321,23,6,Sunday,9,1,0,3,Night,Storm,5,1,1.0,4800,0.352,0.611,Delhi_Chandigarh,231.23,113,65,3.232,0.816,1.76,128.37,1590.0,4800.0,114.233,trip-153714118743006561,6,3,4,1,0,79,1,1,4,3,0.10482693911592994,0.28,1.0,0.09000000000000001,0.544496487119438,0.13205596801827527,0.10294716827380145,1.0,0.0
trip-153714123868648591,training,2018-09-16 23:40:38.686717,thanos::sroute:17446c2e-39bc-4d6a-8e73-3d531d2b84f8,Carting,IND201304AAA,Noida_Sec-83_DC (Uttar Pradesh),IND201301AAF,Noida_Sec 02_DPC (Uttar Pradesh),2018-09-17 05:14:40.198959,2018-09-17 05:57:39.554523,42.0,False,9,2018-09-17 05:20:22,9.119551756423691,30.0,13.0,11.5266,2.3076923076923075,0.0,0.0,0.0,-1.0,4,Delhi,Delhi,,General Network,Express,Express Van,1.15,0.5,0.5,9.1,17.0,48,0,2018-09-16 23:40:38.686717,23,6,Sunday,9,1,0,3,Night,Heavy Rain,4,3,1.0,4800,0.443,0.666,Delhi_Delhi,69.92,1843,45,0.202,1.296,1.772,6.06,68.0,4800.0,47.5,trip-153714123868648591,6,6,2,0,1,82,0,1,4,3,5.212677231025871e-05,0.3811111111111111,1.0,0.03,0.6088992974238876,0.03993146773272416,6.790710308298298e-05,0.75,0.6666666666666667
trip-153714143453240078,training,2018-09-16 23:43:54.532678,thanos::sroute:d6cc87fb-6361-43e7-94a4-77037828d25a,Carting,IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),2018-09-16 23:43:54.532678,2018-09-17 09:45:36.419921,601.0,False,39,2018-09-17 00:35:22,39.326918391013415,75.0,55.0,45.8891,1.3636363636363635,3.0,2.0,2.8019000000000003,1.5,5,Bangalore,Bangalore,,General Network,Express,Express Van,1.15,1.25,1.25,39.3,20.0,48,0,2018-09-16 23:43:54.532678,23,6,Sunday,9,1,0,3,Night,Rain,3,3,0.908,4200,0.202,0.484,Bangalore_Bangalore,51.87,2031,45,0.873,0.375,0.606,19.02,100.0,3814.0,46.75,trip-153714143453240078,1,1,3,0,1,14,0,1,4,3,0.01579441201000834,0.11333333333333336,0.885,0.04,0.3957845433255269,0.029623072529982867,0.022850740187423606,0.5,0.6666666666666667
trip-153714151495958937,training,2018-09-16 23:45:14.959881,thanos::sroute:a7c65177-0f6d-49a5-ac3a-6a445a0aa766,Carting,IND208017AAA,Kanpur_Central_D_5 (Uttar Pradesh),IND209304AAA,Kanpur_Central_H_6 (Uttar Pradesh),2018-09-17 14:49:59.902672,2018-09-17 22:08:34.786468,438.0,False,12,2018-09-17 15:01:24,12.022575373454078,257.0,12.0,13.6978,21.416666666666668,257.0,12.0,13.6978,21.416666666666668,3,Lucknow,Lucknow,,General Network,Express,Express Van,1.15,4.283,4.283,12.0,245.0,48,0,2018-09-16 23:45:14.959881,23,6,Sunday,9,1,0,3,Night,Storm,5,3,0.564,2000,1.0,0.826,Lucknow_Lucknow,145.38,607,45,0.267,14.395,5.0,9.91,735.0,1128.0,43.717,trip-153714151495958937,12,12,4,0,1,172,0,1,4,3,0.001563803169307757,1.0,0.45499999999999996,0.019999999999999997,0.7962529274004684,0.08302684180468303,0.002274887953279913,1.0,0.6666666666666667
trip-153714155180094828,training,2018-09-16 23:45:51.801329,thanos::sroute:1396edcd-faad-4029-a574-f71a85a60157,Carting,IND245304AAA,Pilkhuwa_HapurRD_D (Uttar Pradesh),IND201007AAA,GZB_Mohan_Nagar_DPC (Uttar Pradesh),2018-09-17 04:03:59.227522,2018-09-17 06:10:10.029890,126.0,False,30,2018-09-17 04:26:22,30.09685406251945,96.0,35.0,31.9384,2.742857142857143,6.0,2.0,2.8859,3.0,12,Lucknow,Lucknow,,General Network,Express,Express Van,1.15,1.6,1.6,30.1,61.0,48,0,2018-09-16 23:45:51.801329,23,6,Sunday,9,1,0,3,Night,Heavy Rain,4,3,0.564,2000,0.6,0.586,Lucknow_Lucknow,145.38,607,45,0.669,1.483,2.4,17.64,732.0,1128.0,46.4,trip-153714155180094828,12,12,2,0,1,172,0,1,4,3,0.010998748957464555,0.5555555555555555,0.45499999999999996,0.11,0.5152224824355972,0.08302684180468303,0.015924215672959395,0.75,0.6666666666666667
trip-153714155550480829,training,2018-09-16 23:45:53.980755,thanos::sroute:038ec819-8b27-4e7c-b1c5-3fc528c5ea63,Carting,IND303603AAB,Renwal_ChomuRD_D (Rajasthan),IND302014AAB,Jaipur_Central_I_7 (Rajasthan),2018-09-17 05:56:06.532651,2018-09-17 09:10:31.969905,194.0,False,60,2018-09-17 06:17:23,60.8774155596289,162.0,74.0,88.3118,2.189189189189189,9.0,8.0,9.0806,1.125,21,Jaipur,Jaipur,,General Network,Express,Express Van,1.15,2.7,2.7,60.9,88.0,48,0,2018-09-16 23:45:53.980755,23,6,Sunday,9,1,0,3,Night,Rain,3,3,0.388,2200,0.448,0.424,Jaipur_Jaipur,105.5,426,45,1.353,1.071,1.344,25.82,1848.0,854.0,45.3,trip-153714155550480829,9,9,3,0,1,132,0,1,4,3,0.027053794829024185,0.3866666666666667,0.235,0.19999999999999998,0.32552693208430916,0.06025128498001142,0.0391484449273394,0.5,0.6666666666666667
trip-153714160891325748,training,2018-09-16 23:46:48.913657,thanos::sroute:7e434d46-9aed-456a-82dd-9386e52a6782,Carting,IND281401AAA,Chhata_GvrdnDPP_D (Uttar Pradesh),IND321022AAA,Kaman_BsstdDPP_D (Rajasthan),2018-09-17 03:33:06.641333,2018-09-17 04:55:47.783836,82.0,False,23,2018-09-17 03:34:29.810555,23.114427424120304,75.0,31.0,33.406800000000004,2.419354838709677,21.0,6.0,4.506399999999999,3.5,3,Lucknow,Jaipur,,General Network,Same-Day,Express Van,1.15,1.25,1.25,23.1,44.0,24,0,2018-09-16 23:46:48.913657,23,6,Sunday,9,1,0,3,Night,Rain,3,4,0.564,2000,0.503,0.527,Lucknow_Jaipur,27.0,20,45,0.513,1.385,1.509,12.17,132.0,1128.0,22.75,trip-153714160891325748,12,9,3,0,2,169,0,1,4,3,0.007349874895746456,0.4477777777777778,0.45499999999999996,0.019999999999999997,0.4461358313817331,0.015419760137064534,0.010627461632486757,0.5,1.0
trip-153714168131580014,training,2018-09-16 23:48:01.316085,thanos::sroute:85a0767c-965d-40d3-87f1-9efbaca8f8be,Carting,IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),IND560085AAA,Bengaluru_Banshkri_DC (Karnataka),2018-09-16 23:48:01.316085,2018-09-17 01:39:49.323880,111.0,False,16,2018-09-17 00:39:19,16.577093483833472,50.0,24.0,20.0251,2.083333333333333,12.0,11.0,8.733,1.0909090909090908,2,Bangalore,Bangalore,,General Network,Express,Express Van,1.15,0.833,0.833,16.6,26.0,48,0,2018-09-16 23:48:01.316085,23,6,Sunday,9,1,0,3,Night,Storm,5,3,0.908,4200,0.4,0.603,Bangalore_Bangalore,51.87,2031,45,0.369,1.124,2.0,10.01,52.0,3814.0,47.167,trip-153714168131580014,1,1,4,0,1,14,0,1,4,3,0.003961634695579651,0.33333333333333337,0.885,0.01,0.5351288056206089,0.029623072529982867,0.005738150210512018,1.0,0.6666666666666667
trip-153714170928631913,training,2018-09-16 23:48:29.286542,thanos::sroute:2a0257d9-16cf-4063-8a8c-b9e56ad91d05,Carting,IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),IND560085AAA,Bengaluru_Banshkri_DC (Karnataka),2018-09-16 23:48:29.286542,2018-09-17 01:40:15.544091,111.0,False,30,2018-09-17 00:37:20,30.377182337953737,47.0,37.0,35.420300000000005,1.2702702702702702,9.0,9.0,6.5732,1.0,4,Bangalore,Bangalore,,General Network,Same-Day,Express Van,1.15,0.783,0.783,30.4,10.0,24,0,2018-09-16 23:48:29.286542,23,6,Sunday,9,1,0,3,Night,Rain,3,4,0.908,4200,0.171,0.466,Bangalore_Bangalore,51.87,2031,45,0.676,0.241,0.513,14.17,40.0,3814.0,23.217,trip-153714170928631913,1,1,3,0,2,14,0,1,4,3,0.011155129274395329,0.07888888888888891,0.885,0.03,0.3747072599531617,0.029623072529982867,0.016161890533749834,0.5,1.0
trip-153714173860697639,training,2018-09-16 23:48:57.623902,thanos::sroute:f560e79e-8cde-4eec-895a-97f7c210cafe,FTL,IND796081AAA,Kolasib_Diakkawn_D (Mizoram),IND788026AAC,Silchar_Sirikona_H (Assam),2018-09-17 08:26:52.859656,2018-09-18 01:04:33.791273,997.0,False,68,2018-09-17 08:57:24,68.0132830652042,190.0,72.0,102.1034,2.638888888888889,1.0,0.0,1.0555,-1.0,9,Mumbai,Bangalore,,Western-Southern Corridor,Standard,FTL Truck,1.0,3.167,3.167,68.0,118.0,72,0,2018-09-16 23:48:57.623902,23,6,Sunday,9,1,0,3,Night,Rain,3,2,0.947,5000,0.581,0.727,Mumbai_Bangalore,506.94,18,65,1.046,1.851,1.743,49.44,1062.0,4735.0,68.833,trip-153714173860697639,13,1,3,1,3,180,1,9,4,3,0.03075479566305254,0.5344444444444444,0.9337499999999999,0.08,0.680327868852459,0.28951456310679613,0.028724704604101592,0.5,0.3333333333333333
trip-153714185201509056,training,2018-09-16 23:50:46.932458,thanos::sroute:f7deffcd-f92a-409b-b86e-c477997a5f32,FTL,IND415408AAC,Shirala_Central_DPP_3 (Maharashtra),IND416012AAA,Kolhapur_Shivaji_I (Maharashtra),2018-09-17 08:50:29.098523,2018-09-17 17:30:21.648933,519.0,False,34,2018-09-17 08:53:55,34.47628499351605,296.0,48.0,54.1421,6.166666666666667,296.0,48.0,54.1421,6.166666666666667,1,Mumbai,Mumbai,,General Network,Standard,FTL Truck,1.0,4.933,4.933,34.5,248.0,72,0,2018-09-16 23:50:46.932458,23,6,Sunday,9,1,0,3,Night,Storm,5,2,0.947,5000,1.0,0.979,Mumbai_Mumbai,85.41,1888,65,0.531,7.547,5.0,33.78,248.0,4735.0,67.067,trip-153714185201509056,13,13,4,1,3,189,1,1,4,3,0.013292326939115928,1.0,0.9337499999999999,0.0,0.9754098360655739,0.04877784123358081,0.0112386255602336,1.0,0.3333333333333333
trip-153714191276137472,training,2018-09-16 23:51:52.761629,thanos::sroute:a5766d79-87e6-4db2-b418-8b0dc3b0ccb1,Carting,IND122001AAD,Gurgaon_Kadipur (Haryana),IND122050AAA,Gurgaon_Manesar (Haryana),2018-09-17 01:10:31.241292,2018-09-17 01:53:14.172516,42.0,False,12,2018-09-17 01:13:25,12.4675177503166,23.0,21.0,17.5571,1.0952380952380951,2.0,1.0,2.7133000000000003,2.0,2,Delhi,Delhi,,General Network,Same-Day,Express Van,1.15,0.383,0.383,12.5,2.0,24,0,2018-09-16 23:51:52.761629,23,6,Sunday,9,1,0,3,Night,Heavy Rain,4,4,1.0,4800,0.114,0.468,Delhi_Delhi,69.92,1843,45,0.278,0.113,0.456,5.85,4.0,4800.0,23.617,trip-153714191276137472,6,6,2,0,2,82,0,1,4,3,0.0018244370308590496,0.015555555555555559,1.0,0.01,0.37704918032786894,0.03993146773272416,0.0026483770202363165,0.75,1.0
trip-153714213563153043,training,2018-09-16 23:55:35.631778,thanos::sroute:8a57e4e4-7695-41a2-9f6f-4d5eec49a416,Carting,IND686507AAA,Parakkdavu_KeRoad_D (Kerala),IND686513AAA,Mundakayam_Central_D_1 (Kerala),2018-09-17 02:16:40.446589,2018-09-17 03:01:22.208126,44.0,False,9,2018-09-17 02:27:20,9.070746407006594,19.0,8.0,12.075,2.375,19.0,8.0,12.075,2.375,1,Kochi,Kochi,,General Network,Express,Express Van,1.15,0.317,0.317,9.1,11.0,48,0,2018-09-16 23:55:35.631778,23,6,Sunday,9,1,0,3,Night,Storm,5,3,0.295,800,0.433,0.378,Kochi_Kochi,53.05,232,45,0.202,0.838,2.165,3.44,11.0,236.0,47.683,trip-153714213563153043,10,10,4,0,1,145,0,1,4,3,5.212677231025871e-05,0.37,0.11874999999999997,0.0,0.2716627634660421,0.030296973158195316,6.790710308298298e-05,1.0,0.6666666666666667
trip-153714216223008575,training,2018-09-16 23:56:02.230347,thanos::sroute:8b3f10bb-0273-41a2-87b2-856719c0226f,FTL,IND262802AAA,Gola_BkgnRoad_D (Uttar Pradesh),IND262723AAB,Dhaurahara_TahsilRD_D (Uttar Pradesh),2018-09-17 12:10:29.815655,2018-09-17 15:15:14.716479,184.0,False,61,2018-09-17 12:41:18,61.90107481470764,144.0,69.0,92.9549,2.0869565217391304,26.0,13.0,18.5264,2.0,10,Lucknow,Lucknow,,General Network,Economy,FTL Truck,1.0,2.4,2.4,61.9,75.0,120,0,2018-09-16 23:56:02.230347,23,6,Sunday,9,1,0,3,Night,Storm,5,1,0.564,2000,0.417,0.476,Lucknow_Lucknow,145.38,607,65,0.952,1.29,2.085,29.46,750.0,1128.0,117.6,trip-153714216223008575,12,12,4,1,0,172,1,1,4,3,0.02757506255212677,0.3522222222222222,0.45499999999999996,0.09000000000000001,0.3864168618266979,0.08302684180468303,0.025533070759201415,1.0,0.0
trip-153714252401491359,training,2018-09-17 00:02:04.015292,thanos::sroute:83cc6bc3-6aea-456b-879b-e99a90380aec,Carting,IND781005AAA,Guwahati_North (Assam),IND781018AAB,Guwahati_Hub (Assam),2018-09-17 05:19:33.080940,2018-09-17 06:08:39.654777,49.0,False,9,2018-09-17 05:19:57.694182,9.40565776403261,47.0,42.0,39.2136,1.119047619047619,0.0,0.0,0.0,-1.0,2,Ahmedabad,Lucknow,,General Network,Express,Express Van,1.15,0.783,0.783,9.4,5.0,48,0,2018-09-17 00:02:04.015292,0,0,Monday,9,0,0,3,Night,Heavy Rain,4,3,0.381,2600,0.128,0.229,Ahmedabad_Lucknow,24.82,11,45,0.209,0.369,0.512,2.15,10.0,991.0,47.217,trip-153714252401491359,0,12,2,0,1,7,0,1,4,1,0.00020850708924103484,0.031111111111111103,0.22625,0.01,0.09718969555035131,0.014174757281553398,0.0003055819638734204,0.75,0.6666666666666667
trip-153714267090092271,training,2018-09-17 00:04:29.024371,thanos::sroute:13c4e60a-d850-4737-9bac-0cc4a4002b2d,Carting,IND585314AAA,Aland_RazaviRd_D (Karnataka),IND585104AAA,Gulbarga_Nehrugnj_I (Karnataka),2018-09-17 08:10:22.131574,2018-09-17 15:12:21.607180,421.0,False,35,2018-09-17 08:33:24,35.06927932292618,193.0,36.0,39.0929,5.361111111111111,152.0,8.0,8.918299999999999,19.0,27,Bangalore,Bangalore,,General Network,Same-Day,Express Van,1.15,3.217,3.217,35.1,157.0,24,0,2018-09-17 00:04:29.024371,0,0,Monday,9,0,0,3,Night,Heavy Rain,4,4,0.908,4200,1.0,0.963,Bangalore_Bangalore,51.87,2031,45,0.78,3.285,4.0,33.8,4239.0,3814.0,20.783,trip-153714267090092271,1,1,2,0,2,14,0,1,4,1,0.01360508757297748,1.0,0.885,0.26,0.9566744730679158,0.029623072529982867,0.019693059894064918,0.75,1.0
